term,valence,arousal,dominance
above-all,0.65,0.45,0.6
above-average,0.5,0.55,0.7
above-water,0.7,0.45,0.5
aboveboard,0.85,0.25,0.8
aboveground,0.65,0.45,0.65
abovementioned,0.55,0.3,0.5
abracadabra,0.65,0.65,0.45
abrasion,0.4,0.6,0.45
abrasive,0.4,0.6,0.6
abrasively,0.15,0.8,0.95
abrasiveness,0.25,0.8,0.25
abreast,0.65,0.4,0.5
abridge,0.5,0.8,0.75
abridged,0.5,0.2,0.3
abridgement,0.4,0.2,0.5
abridgment,0.35,0.15,0.75
abroad,0.65,0.6,0.55
abrogate,0.35,0.5,0.6
abrupt,0.25,0.8,0.55
abruption,0.15,0.85,0.25
abruptly,0.25,0.8,0.55
abruptness,0.15,0.8,0.55
abscess,0.15,0.45,0.35
abscond,0.15,0.85,0.75
absconder,0.15,0.85,0.25
absence,0.15,0.25,0.25
absent,0.15,0.2,0.1
absentee,0.25,0.35,0.3
absenteeism,0.4,0.25,0.35
absently,0.4,0.15,0.2
absentminded,0.15,0.2,0.25
absentmindedly,0.5,0.25,0.2
absentmindedness,0.15,0.15,0.2
absentness,0.3,0.05,0.0
absinthe,0.5,0.5,0.45
absolute,0.55,0.5,0.9
absolutely,0.6,0.5,0.9
absolutely-not,0.25,0.45,0.35
absoluteness,0.8,0.15,0.9
absolution,0.7,0.5,0.65
absolutism,0.4,0.3,1.0
absolutist,0.45,0.5,1.0
absolvable,0.85,0.35,0.4
absolve,0.7,0.45,0.65
absolvent,0.75,0.5,0.85
absolver,1.0,0.5,0.75
absorb,0.45,0.55,0.65
absorbability,0.65,0.1,0.45
absorbable,0.7,0.25,0.6
absorbance,0.5,0.4,0.75
absorbed,0.5,0.45,0.5
absorbedly,0.6,0.15,0.45
absorbedness,0.5,0.15,0.25
absorbency,0.85,0.35,0.5
absorbent,0.55,0.4,0.7
absorber,0.5,0.25,0.4
absorbing,0.5,0.5,0.6
absorption,0.6,0.4,0.45
absorptive,0.6,0.85,0.4
abstain,0.4,0.4,0.45
abstainer,0.35,0.15,0.5
abstention,0.25,0.25,0.5
abstentious,0.4,0.15,0.3
abstinence,0.25,0.4,0.45
abstinent,0.85,0.05,0.7
abstinently,0.35,0.1,0.25
abstract,0.45,0.3,0.45
abstractedly,0.5,0.25,0.35
abstractedness,0.5,0.0,0.35
abstracter,0.5,0.85,0.65
abstraction,0.45,0.45,0.55
abstractionism,0.85,0.25,0.65
abstractionist,0.65,0.35,0.8
abstractive,0.5,0.35,0.6
abstractly,0.5,0.0,0.55
abstractness,0.5,0.15,0.45
abstractor,0.5,0.8,0.75
absurd,0.2,0.65,0.3
absurdist,0.35,0.5,0.65
absurdity,0.1,0.55,0.2
absurdly,0.15,0.6,0.4
absurdness,0.05,0.25,0.35
abundance,0.8,0.7,0.85
abundant,0.95,0.6,0.75
abundantly,1.0,0.5,0.65
abuse,0.05,0.9,0.45
abused,0.0,0.9,0.25
abuser,0.1,0.7,0.3
abusive,0.1,0.9,0.55
abusively,0.15,1.0,0.7
abusiveness,0.0,0.9,0.95
abutment,0.5,0.25,0.6
abutting,0.5,0.85,0.55
abuzz,0.8,1.0,0.8
aby,0.4,0.45,0.35
abysmal,0.25,0.7,0.6
abysmally,0.0,0.15,0.0
abyss,0.35,0.75,0.3
abyssal,0.25,0.0,0.45
academia,0.6,0.5,0.65
academic,0.8,0.4,0.8
academic-freedom,0.75,0.55,0.6
academic-year,0.7,0.55,0.65
academically,0.85,0.15,0.7
academy,0.7,0.45,0.8
academy-award,0.65,0.65,0.8
academy-awards,0.85,0.65,0.75
acapulco,0.85,0.85,0.5
accede,0.7,0.5,0.55
accelerant,0.65,0.85,0.8
accelerate,0.6,0.9,0.75
accelerated,0.6,0.75,0.7
acceleration,0.7,0.9,0.85
accelerative,0.8,0.95,0.9
accelerator,0.6,0.85,0.8
acceleratory,0.7,1.0,0.85
accelerometer,0.5,0.85,0.85
accent,0.6,0.35,0.5
accentual,0.55,0.6,0.65
accentuate,0.65,0.55,0.65
accentuation,0.85,0.85,0.8
accept,0.85,0.3,0.55
acceptability,0.9,0.15,0.7
acceptable,0.8,0.3,0.6
acceptableness,0.85,0.15,0.65
acceptably,0.75,0.15,0.6
acceptance,0.85,0.3,0.75
acceptances,0.85,0.4,0.65
acceptant,0.85,0.25,0.25
accepter,0.85,0.5,0.5
acceptor,0.8,0.25,0.5
access,0.7,0.45,0.55
access-code,0.55,0.45,0.75
accessary,0.4,0.35,0.4
accessibility,0.7,0.45,0.5
accessible,0.8,0.4,0.65
accessibly,0.95,0.45,0.6
accession,0.6,0.4,0.65
accessories,0.7,0.55,0.4
accessorize,0.8,0.8,0.55
accessory,0.55,0.3,0.45
accident,0.1,0.9,0.35
accidental,0.3,0.8,0.3
accidentally,0.35,0.75,0.35
accidently,0.35,0.65,0.25
acclaim,0.55,0.8,0.7
acclaimer,0.9,0.85,0.8
acclamation,1.0,0.85,0.8
acclamatory,0.85,0.85,0.85
acclimate,0.65,0.8,0.6
acclimation,0.85,0.85,0.75
acclimatization,0.85,0.2,0.55
acclimatize,0.8,0.85,0.75
accolade,0.7,0.6,0.8
accommodate,0.85,0.4,0.55
accommodation,0.8,0.4,0.6
accommodative,0.8,0.2,0.4
accommodator,0.85,0.25,0.4
accompanied,0.5,0.55,0.4
accompanier,0.7,0.8,0.55
accompaniment,0.75,0.5,0.7
accompanist,0.8,0.7,0.35
accompany,0.85,0.4,0.6
accompanying,0.8,0.45,0.6
accomplice,0.4,0.6,0.5
accomplish,0.95,0.65,0.8
accomplishable,0.85,0.55,0.95
accomplished,0.85,0.5,0.8
accomplisher,0.95,0.9,0.95
accomplishment,0.9,0.7,0.9
accord,0.9,0.25,0.4
accordable,0.8,0.5,0.55
accordance,0.65,0.35,0.6
accordant,0.8,0.2,0.6
according-to,0.7,0.35,0.55
accordion,0.6,0.5,0.35
accordionist,0.55,0.85,0.7
accost,0.15,0.85,0.9
account,0.55,0.35,0.45
account-executive,0.6,0.6,0.7
account-for,0.5,0.5,0.5
account-name,0.6,0.4,0.45
accountability,0.75,0.55,0.85
accountable,0.7,0.3,0.8
accountably,0.85,0.5,0.9
accountancy,0.6,0.2,0.75
accountant,0.6,0.45,0.65
accounting,0.55,0.4,0.65
accounts,0.6,0.35,0.45
accounts-receivable,0.65,0.45,0.65
accoutrement,0.55,0.45,0.75
accredit,0.9,0.7,0.8
accreditation,0.85,0.15,0.85
accredited,0.65,0.5,0.75
accretion,0.45,0.5,0.65
accrual,0.85,0.85,0.8
accrue,0.5,0.5,0.6
accruement,0.85,0.4,0.75
accueil,0.45,0.45,0.45
accumulate,0.55,0.55,0.6
accumulation,0.5,0.55,0.6
accumulative,0.65,0.25,0.75
accumulatively,0.5,0.85,0.75
accumulativeness,0.8,0.8,0.75
accumulator,0.5,0.75,0.85
accuracy,0.6,0.5,0.8
accurate,0.75,0.35,0.75
accurately,0.85,0.6,0.8
accurateness,0.85,0.05,0.9
accurse,0.0,0.85,0.4
accursed,0.15,0.75,0.35
accursedly,0.0,0.55,0.2
accursedness,0.0,0.25,0.1
accusable,0.15,0.6,0.15
accusation,0.1,0.7,0.55
accusative,0.2,0.75,0.5
accusatively,0.2,0.85,0.6
accusatorial,0.15,0.85,0.9
accusatorially,0.15,0.8,0.8
accusatory,0.15,0.85,0.95
accuse,0.15,0.75,0.5
accused,0.15,0.65,0.4
accused-of,0.3,0.55,0.35
accuser,0.1,0.8,0.6
accusing,0.15,0.75,0.35
accustom,0.5,0.25,0.55
accustomed,0.55,0.35,0.45
accustomed-to,0.55,0.5,0.55
ace,0.65,0.5,0.55
acerbate,0.0,0.85,0.3
acerbic,0.15,0.5,0.6
acetaminophen,0.65,0.35,0.5
acetate,0.5,0.15,0.5
acetic,0.35,0.4,0.5
acetone,0.4,0.5,0.6
acetyl,0.5,0.5,0.55
acetylene,0.3,0.45,0.5
ache,0.15,0.75,0.3
ache-for,0.5,0.6,0.35
achievable,1.0,0.4,0.8
achieve,0.8,0.55,0.85
achieve-success,1.0,0.55,0.9
achieved,0.9,0.5,0.8
achievement,0.9,0.8,0.75
achiever,0.95,0.85,1.0
achilles-heel,0.3,0.4,0.4
achiness,0.15,0.35,0.0
aching,0.05,0.9,0.35
achromatic,0.5,0.2,0.5
achy,0.15,0.85,0.4
acid,0.25,0.65,0.55
acid-rain,0.1,0.7,0.35
acidic,0.15,0.5,0.55
acidification,0.15,0.6,0.2
acidifier,0.35,0.7,0.65
acidify,0.15,0.8,0.8
acidity,0.15,0.65,0.35
acidize,0.15,0.85,0.7
acidly,0.2,0.5,0.75
acknowledge,0.8,0.35,0.65
acknowledgeable,0.85,0.5,0.75
acknowledged,0.7,0.45,0.75
acknowledgement,0.8,0.55,0.85
acknowledger,0.75,0.8,0.55
acknowledgment,0.8,0.55,0.8
acme,0.4,0.45,0.4
acne,0.15,0.45,0.3
acolyte,0.65,0.4,0.3
acorn,0.45,0.2,0.2
acoustic,0.55,0.45,0.55
acoustic-guitar,0.55,0.55,0.55
acoustical,0.5,0.25,0.55
acoustically,0.5,0.5,0.55
acoustician,0.5,0.6,0.95
acoustics,0.6,0.35,0.5
acquaint,0.65,0.5,0.65
acquaintance,0.65,0.3,0.65
acquaintanceship,0.65,0.15,0.5
acquainted,0.9,0.35,0.65
acquiesce,0.45,0.15,0.15
acquiescence,0.55,0.5,0.55
acquiescent,0.35,0.15,0.05
acquiescently,0.35,0.15,0.15
acquirable,0.8,0.65,0.7
acquire,0.85,0.45,0.7
acquired,0.55,0.75,0.8
acquired-taste,0.45,0.45,0.45
acquirement,0.85,0.15,0.75
acquirer,0.5,0.8,0.85
acquiring,0.75,0.5,0.8
acquisition,0.7,0.5,0.75
acquisitions,0.8,0.65,0.8
acquisitive,0.35,0.85,0.8
acquisitively,0.6,0.8,0.8
acquisitiveness,0.2,0.85,0.85
acquit,0.6,0.55,0.6
acquittal,0.75,0.5,0.7
acquitted,1.0,0.2,0.75
acquitter,1.0,0.8,0.85
acre,0.6,0.4,0.45
acreage,0.75,0.45,0.55
acres,0.5,0.35,0.5
acrid,0.15,0.85,0.75
acridity,0.1,0.85,0.45
acridly,0.05,0.8,0.6
acridness,0.15,0.85,0.25
acrimonious,0.0,0.85,0.8
acrimoniously,0.05,0.85,0.3
acrimoniousness,0.0,0.95,0.2
acrimony,0.0,0.85,0.35
acrobat,0.7,0.85,0.6
acrobatic,1.0,1.0,0.75
acrobatically,0.85,1.0,0.85
acronym,0.5,0.5,0.5
acronymic,0.5,0.05,0.55
acrophobia,0.15,0.85,0.15
acropolis,0.65,0.15,0.9
across,0.5,0.85,0.5
across-from,0.4,0.45,0.45
acrostic,0.6,0.45,0.55
acrylic,0.6,0.3,0.4
act,0.65,0.7,0.75
act-as,0.6,0.45,0.55
act-for,0.45,0.55,0.5
act-on,0.6,0.55,0.55
act-out,0.4,0.6,0.45
act-up,0.5,0.6,0.45
act-upon,0.55,0.55,0.65
actin,0.5,0.85,0.75
acting,0.7,0.65,0.5
acting-out,0.2,0.6,0.35
acting-up,0.5,0.65,0.5
action,0.75,0.9,0.8
action-figure,0.6,0.7,0.6
action-film,0.55,0.65,0.65
action-movie,0.7,0.7,0.55
actionable,0.65,0.7,0.6
actionably,0.85,0.85,0.85
activate,0.75,0.65,0.8
activated,0.85,1.0,0.8
activation,0.8,0.8,0.75
activator,0.85,1.0,0.85
active,0.85,0.75,0.75
active-duty,0.5,0.8,0.7
active-list,0.5,0.65,0.65
actively,0.85,1.0,0.85
activeness,1.0,1.0,0.85
activism,0.85,0.85,0.85
activist,0.55,0.65,0.9
activities,0.85,1.0,0.65
activity,0.7,0.65,0.8
actor,0.65,0.55,0.65
actress,0.65,0.55,0.6
actual,0.75,0.4,0.7
actuality,0.75,0.45,0.6
actualization,1.0,0.75,0.85
actualize,0.9,0.85,0.8
actually,0.5,0.5,0.5
actuarial,0.5,0.25,0.8
actuary,0.5,0.4,0.5
actuate,0.55,1.0,0.95
actuation,0.5,0.95,0.8
actuator,0.5,1.0,0.85
acuity,0.45,0.4,0.75
acumen,0.55,0.65,0.7
acupressure,0.85,0.7,0.65
acupuncture,0.55,0.35,0.55
acupuncturist,0.7,0.7,0.7
acute,0.45,0.65,0.55
acutely,0.4,0.55,0.5
acuteness,0.9,0.75,0.85
ad,0.5,0.7,0.55
ad-agency,0.5,0.55,0.55
ad-campaign,0.6,0.6,0.55
ad-hoc,0.45,0.45,0.45
ad-hominem,0.2,0.45,0.5
ad-infinitum,0.5,0.6,0.55
ad-libs,0.45,0.5,0.4
ad-nauseam,0.3,0.55,0.5
adage,0.5,0.4,0.55
adamant,0.35,0.55,0.55
adamantly,0.5,0.85,0.9
adapt,0.75,0.35,0.55
adaptability,0.9,0.55,0.85
adaptable,0.75,0.45,0.65
adaptation,0.65,0.35,0.6
adapter,0.5,0.5,0.65
adaption,0.85,0.8,0.75
adaptive,0.9,0.7,0.8
adaptively,0.85,0.75,0.7
adaptor,0.55,0.75,0.65
add,0.75,0.5,0.55
add-in,0.55,0.4,0.6
add-on,0.8,0.5,0.5
add-to,0.5,0.6,0.55
add-up,0.65,0.55,0.45
addams-family,0.65,0.55,0.55
added,0.55,0.4,0.5
added-value,0.75,0.6,0.75
addendum,0.4,0.35,0.4
adder,0.4,0.45,0.6
addict,0.1,0.7,0.35
addicted,0.15,0.7,0.5
addictedness,0.15,0.85,0.1
addiction,0.2,0.8,0.4
addictive,0.3,0.7,0.45
addictiveness,0.15,0.85,0.2
addition,0.55,0.4,0.45
additional,0.65,0.45,0.55
additionally,0.5,0.2,0.55
additive,0.55,0.65,0.7
additively,0.5,0.5,0.5
addlebrained,0.15,0.25,0.1
addled,0.15,0.2,0.2
address,0.65,0.35,0.55
addressable,0.85,0.55,0.8
addressbook,0.5,0.15,0.65
addressee,0.6,0.4,0.55
addresser,0.5,0.8,0.75
addresses,0.5,0.35,0.45
addressor,0.5,0.5,0.8
adenoid,0.3,0.2,0.4
adept,0.6,0.55,0.8
adeptly,0.95,0.85,0.9
adeptness,1.0,0.6,0.85
adequacy,0.6,0.45,0.7
adequate,0.85,0.25,0.7
adequately,0.65,0.45,0.6
adequateness,0.65,0.15,0.8
adhd,0.25,0.45,0.45
adhere,0.65,0.35,0.55
adhere-to,0.5,0.5,0.4
adherence,0.75,0.3,0.65
adherent,0.55,0.4,0.55
adherently,0.55,0.15,0.7
adherer,0.85,0.8,0.7
adhering,0.6,0.55,0.55
adhesion,0.5,0.45,0.6
adhesive,0.6,0.35,0.4
adhesively,0.5,0.5,0.5
adhesiveness,0.75,0.3,0.55
adieu,0.25,0.45,0.35
adios,0.5,0.2,0.5
adipose,0.35,0.35,0.4
adjacency,0.35,0.4,0.4
adjacent,0.65,0.25,0.55
adjacent-to,0.35,0.45,0.45
adjacently,0.5,0.75,0.5
adjective,0.55,0.3,0.55
adjectively,0.5,0.2,0.5
adjoin,0.5,0.5,0.6
adjoining,0.5,0.4,0.4
adjourn,0.4,0.45,0.45
adjournment,0.45,0.5,0.35
adjudicate,0.55,0.5,0.7
adjudication,0.55,0.45,0.7
adjudicative,0.8,0.85,0.95
adjudicator,0.55,0.85,0.85
adjunct,0.45,0.45,0.45
adjunction,0.5,0.5,0.6
adjunctive,0.5,0.75,0.6
adjunctively,0.5,0.5,0.6
adjure,0.5,0.8,0.95
adjust,0.65,0.35,0.65
adjustability,0.85,0.85,0.75
adjustable,0.85,0.75,0.7
adjustably,0.5,0.5,0.65
adjuster,0.5,0.55,0.75
adjustment,0.6,0.5,0.65
adjustor,0.85,0.85,0.65
adjuvant,0.5,0.5,0.45
admin,0.7,0.4,0.85
administer,0.65,0.45,0.85
administrable,0.8,0.65,0.85
administrant,0.5,0.8,0.9
administrate,0.55,0.85,1.0
administration,0.6,0.4,0.8
administrational,0.5,0.15,0.8
administrative,0.55,0.4,0.6
administrative-assistant,0.6,0.6,0.65
administratively,0.5,0.2,0.8
administrator,0.55,0.5,0.9
admirable,0.95,0.6,0.85
admirably,0.95,0.3,0.75
admiral,0.85,0.5,0.85
admiralship,1.0,0.4,1.0
admiralty,0.6,0.55,0.75
admiration,0.95,0.6,0.75
admire,0.85,0.7,0.7
admired,0.9,0.55,0.8
admirer,0.8,0.7,0.65
admiring,0.85,0.6,0.65
admissibility,0.8,0.6,0.6
admissible,0.8,0.55,0.65
admissibly,0.5,0.15,0.6
admission,0.8,0.4,0.75
admissive,0.8,0.2,0.3
admit,0.55,0.45,0.65
admit-to,0.45,0.45,0.4
admittance,0.7,0.45,0.6
admitted,0.7,0.5,0.75
admittedly,0.5,0.5,0.5
admitter,0.5,0.75,0.6
admitting,0.6,0.5,0.55
admixture,0.45,0.4,0.45
admonish,0.15,0.3,0.85
admonisher,0.25,0.8,0.9
admonishment,0.15,0.75,0.8
admonition,0.35,0.6,0.45
ado,0.5,0.45,0.4
adobe,0.5,0.3,0.35
adolescence,0.5,0.7,0.45
adolescent,0.8,0.7,0.5
adolescently,0.5,0.8,0.2
adopt,0.7,0.6,0.7
adoptability,0.85,0.35,0.55
adoptable,0.85,0.35,0.4
adoptee,0.55,0.35,0.2
adopter,0.85,0.85,0.7
adoption,0.6,0.55,0.6
adoptive,0.55,0.45,0.5
adoptively,0.85,0.5,0.5
adorability,0.95,0.35,0.35
adorable,0.95,0.5,0.45
adorableness,1.0,0.35,0.25
adorably,0.95,0.25,0.35
adoration,0.9,0.7,0.7
adore,0.85,0.45,0.65
adored,1.0,0.15,0.45
adorer,1.0,0.85,0.6
adoring,0.9,0.6,0.7
adorn,0.9,0.45,0.5
adorner,0.85,0.25,0.6
adornment,0.9,0.4,0.4
adrenal,0.5,0.95,0.8
adrenalin,0.85,0.9,0.8
adrenaline,0.75,0.95,0.8
adrift,0.4,0.5,0.25
adroitness,0.95,0.85,0.9
adulate,0.7,0.85,0.15
adulation,1.0,0.85,0.6
adulatory,0.8,0.55,0.55
adult,0.8,0.5,0.8
adult-life,0.55,0.55,0.6
adult-male,0.45,0.5,0.65
adulterant,0.15,0.5,0.25
adulterate,0.1,0.65,0.35
adulterated,0.2,0.85,0.35
adulteration,0.15,0.5,0.2
adulterator,0.0,0.85,0.8
adulterer,0.25,0.8,0.4
adulteress,0.15,0.75,0.25
adulterous,0.0,0.85,0.3
adulterously,0.0,0.8,0.6
adultery,0.1,0.9,0.5
adulthood,0.55,0.45,0.65
adultlike,0.85,0.3,0.8
adultness,0.8,0.25,0.8
advance,0.65,0.45,0.85
advance-poll,0.65,0.45,0.65
advanced,0.85,0.6,0.8
advancement,0.8,0.65,0.85
advancer,0.85,1.0,0.95
advancing,0.95,0.6,0.85
advantage,0.9,0.55,0.85
advantageous,0.85,0.65,0.8
advantageously,0.95,0.55,1.0
advantageousness,1.0,0.2,0.9
advent,0.65,0.55,0.6
advent-calendar,0.7,0.45,0.6
adventure,0.9,0.85,0.7
adventure-game,0.55,0.7,0.75
adventurer,0.8,0.85,0.85
adventures,0.8,0.75,0.75
adventuresome,0.95,1.0,0.85
adventurism,0.85,1.0,0.85
adventurist,0.8,0.85,0.85
adventurous,0.95,0.9,0.7
adventurously,0.85,0.95,0.8
adventurousness,1.0,0.95,0.85
adverb,0.5,0.4,0.5
adverbial,0.5,0.15,0.55
adversarial,0.15,0.95,0.9
adversary,0.35,0.8,0.45
adverse,0.35,0.6,0.4
adversely,0.05,0.85,0.2
adverseness,0.15,0.8,0.3
adversity,0.25,0.7,0.55
advert,0.5,0.8,0.65
advertently,0.5,0.7,0.75
advertise,0.5,0.55,0.6
advertised,0.8,0.85,0.65
advertisement,0.6,0.55,0.55
advertiser,0.5,0.85,0.8
advertising,0.6,0.6,0.65
advertize,0.6,0.85,0.8
adverts,0.55,0.5,0.6
advice,0.7,0.4,0.7
advisability,0.8,0.15,0.75
advisable,0.85,0.5,0.5
advisably,0.8,0.15,0.75
advise,0.75,0.4,0.7
advised,0.8,0.25,0.6
advisedly,0.75,0.15,0.75
advisee,0.6,0.35,0.25
advisement,0.7,0.25,0.65
adviser,0.75,0.35,0.7
advisor,0.65,0.35,0.7
advisory,0.65,0.45,0.65
advisory-board,0.6,0.45,0.65
advocacy,0.5,0.65,0.75
advocate,0.55,0.55,0.8
advocator,0.9,0.85,0.8
advocatory,0.8,0.8,0.8
aegis,0.5,0.45,0.45
aerate,0.75,0.85,0.55
aeration,0.55,0.5,0.45
aerator,0.85,0.85,0.8
aerial,0.6,0.45,0.45
aerialist,0.85,0.85,0.75
aerially,0.5,0.65,0.6
aerobatic,0.8,1.0,0.8
aerobic,0.85,1.0,0.75
aerobically,0.85,1.0,0.7
aerobics,0.7,0.75,0.6
aerobiological,0.5,0.85,0.5
aerobiology,0.5,0.85,0.75
aerodrome,0.55,0.75,0.7
aerodynamic,0.55,0.75,0.75
aerodynamicist,0.8,0.85,0.95
aerodynamics,0.6,0.65,0.7
aerograph,0.5,0.55,0.55
aerographer,0.5,0.6,0.7
aerographic,0.55,0.5,0.65
aerologist,0.5,0.55,0.85
aeromechanical,0.5,0.85,0.75
aeromechanics,0.5,0.85,0.85
aerometer,0.5,0.5,0.65
aeronaut,0.9,0.8,0.8
aeronautic,0.8,0.85,0.75
aeronautical,0.85,0.8,0.85
aeronautically,0.8,0.5,0.7
aeronautics,0.55,0.65,0.7
aerophobia,0.15,0.9,0.05
aeroplane,0.7,0.65,0.65
aerosol,0.5,0.5,0.55
aerospace,0.65,0.5,0.8
aerosphere,0.5,0.5,0.5
aerostatic,0.5,0.7,0.6
aerostation,0.7,0.85,0.6
aesthetic,0.7,0.45,0.55
aesthetical,0.95,0.2,0.6
aesthetically,0.85,0.45,0.55
aesthetician,0.8,0.2,0.75
aestheticism,0.85,0.15,0.8
aesthetics,0.85,0.35,0.55
aetiology,0.5,0.4,0.6
afar,0.4,0.4,0.35
affability,1.0,0.25,0.45
affable,0.7,0.4,0.45
affableness,1.0,0.15,0.6
affably,0.85,0.3,0.65
affair,0.5,0.45,0.65
affect,0.45,0.55,0.6
affectation,0.15,0.5,0.2
affectedly,0.2,0.7,0.25
affectedness,0.15,0.8,0.25
affecting,0.35,0.55,0.4
affection,0.9,0.55,0.7
affectionate,0.95,0.4,0.55
affectionately,1.0,0.15,0.2
affections,0.75,0.55,0.65
affective,0.85,0.85,0.65
affectively,0.55,0.75,0.45
affectivity,0.8,0.85,0.45
affectless,0.15,0.0,0.25
affiche,0.5,0.25,0.4
affidavit,0.45,0.6,0.55
affiliate,0.8,0.6,0.6
affiliate-marketing,0.45,0.7,0.6
affiliated,0.65,0.5,0.55
affiliation,0.6,0.6,0.5
affinitive,0.75,0.5,0.55
affinity,0.8,0.5,0.55
affirm,0.75,0.5,0.75
affirmable,0.85,0.5,0.7
affirmation,0.75,0.5,0.7
affirmative,0.85,0.6,0.8
affirmative-action,0.65,0.65,0.55
affirmatively,0.9,0.5,0.8
affirmer,0.85,0.8,0.75
affix,0.45,0.35,0.4
affixation,0.5,0.75,0.7
affixer,0.5,0.85,0.8
afflict,0.3,0.55,0.3
afflicted,0.25,0.5,0.15
afflicter,0.1,0.85,0.85
affliction,0.3,0.65,0.4
afflictive,0.1,0.15,0.2
affluence,0.65,0.6,0.7
affluent,0.75,0.4,0.45
