term,valence,arousal,dominance
:$,-0.2,-0.1,-0.1
:&,-0.6,-0.1,-0.1
:'(,-2.2,-0.1,-0.1
:'),2.3,-0.1,-0.1
:'-(,-2.4,-0.1,-0.1
:'-),2.7,-0.1,-0.1
:(,-1.9,-0.1,-0.1
:),2.0,-0.1,-0.1
:*,2.5,-0.1,-0.1
:-###..,-2.5,-0.1,-0.1
:-&,-0.5,-0.1,-0.1
:-(,-1.5,-0.1,-0.1
:-),1.3,-0.1,-0.1
:-)),2.8,-0.1,-0.1
:-*,1.7,-0.1,-0.1
":-,",1.1,-0.1,-0.1
:-.,-0.9,-0.1,-0.1
:-/,-1.2,-0.1,-0.1
:-<,-1.5,-0.1,-0.1
:-d,2.3,-0.1,-0.1
:-D,2.3,-0.1,-0.1
:-o,0.1,-0.1,-0.1
:-p,1.2,-0.1,-0.1
:-[,-1.6,-0.1,-0.1
:-\,-0.9,-0.1,-0.1
:-c,-1.3,-0.1,-0.1
:-p,1.5,-0.1,-0.1
:-|,-0.7,-0.1,-0.1
:-||,-2.5,-0.1,-0.1
:-Þ,0.9,-0.1,-0.1
:/,-1.4,-0.1,-0.1
:3,2.3,-0.1,-0.1
:<,-2.1,-0.1,-0.1
:>,2.1,-0.1,-0.1
:?),1.3,-0.1,-0.1
:?c,-1.6,-0.1,-0.1
:@,-2.5,-0.1,-0.1
:d,2.3,-0.1,-0.1
:D,2.3,-0.1,-0.1
:l,-1.7,-0.1,-0.1
:o,-0.4,-0.1,-0.1
:p,1.0,-0.1,-0.1
:s,-1.2,-0.1,-0.1
:[,-2.0,-0.1,-0.1
:\,-1.3,-0.1,-0.1
:],2.2,-0.1,-0.1
:^),2.1,-0.1,-0.1
:^*,2.6,-0.1,-0.1
:^/,-1.2,-0.1,-0.1
:^\,-1.0,-0.1,-0.1
:^|,-1.0,-0.1,-0.1
:c,-2.1,-0.1,-0.1
:c),2.0,-0.1,-0.1
:o),2.1,-0.1,-0.1
:o/,-1.4,-0.1,-0.1
:o\,-1.1,-0.1,-0.1
:o|,-0.6,-0.1,-0.1
:P,1.4,-0.1,-0.1
:{,-1.9,-0.1,-0.1
:|,-0.4,-0.1,-0.1
:},2.1,-0.1,-0.1
:Þ,1.1,-0.1,-0.1
;),0.9,-0.1,-0.1
;-),1.0,-0.1,-0.1
;-*,2.2,-0.1,-0.1
;-],0.7,-0.1,-0.1
;d,0.8,-0.1,-0.1
;D,0.8,-0.1,-0.1
;],0.6,-0.1,-0.1
;^),1.4,-0.1,-0.1
</3,-3.0,-0.1,-0.1
<3,1.9,-0.1,-0.1
<:,2.1,-0.1,-0.1
<:-|,-1.4,-0.1,-0.1
=),2.2,-0.1,-0.1
=-3,2.0,-0.1,-0.1
=-d,2.4,-0.1,-0.1
=-D,2.4,-0.1,-0.1
=/,-1.4,-0.1,-0.1
=3,2.1,-0.1,-0.1
=d,2.3,-0.1,-0.1
=D,2.3,-0.1,-0.1
=l,-1.2,-0.1,-0.1
=\,-1.2,-0.1,-0.1
=],1.6,-0.1,-0.1
=p,1.3,-0.1,-0.1
=|,-0.8,-0.1,-0.1
>-:,-2.0,-0.1,-0.1
>.<,-1.3,-0.1,-0.1
>:,-2.1,-0.1,-0.1
>:(,-2.7,-0.1,-0.1
>:),0.4,-0.1,-0.1
>:-(,-2.7,-0.1,-0.1
>:-),-0.4,-0.1,-0.1
>:/,-1.6,-0.1,-0.1
>:o,-1.2,-0.1,-0.1
>:p,1.0,-0.1,-0.1
>:[,-2.1,-0.1,-0.1
>:\,-1.7,-0.1,-0.1
>;(,-2.9,-0.1,-0.1
>;),0.1,-0.1,-0.1
>_>^,2.1,-0.1,-0.1
@:,-2.1,-0.1,-0.1
@>-->--,2.1,-0.1,-0.1
@}-;-'---,2.2,-0.1,-0.1
aas,2.5,-0.1,-0.1
aayf,2.7,-0.1,-0.1
afu,-2.9,-0.1,-0.1
alol,2.8,-0.1,-0.1
ambw,2.9,-0.1,-0.1
aml,3.4,-0.1,-0.1
atab,-1.9,-0.1,-0.1
awol,-1.3,0.7,0.2
ayc,0.2,-0.1,-0.1
ayor,-1.2,-0.1,-0.1
aug-00,0.3,-0.1,-0.1
bfd,-2.7,-0.1,-0.1
bfe,-2.6,-0.1,-0.1
bff,2.9,-0.1,-0.1
bffn,1.0,-0.1,-0.1
bl,2.3,-0.1,-0.1
bsod,-2.2,-0.1,-0.1
btd,-2.1,-0.1,-0.1
btdt,-0.1,-0.1,-0.1
bz,0.4,-0.1,-0.1
b^d,2.6,-0.1,-0.1
cwot,-2.3,-0.1,-0.1
d-':,-2.5,-0.1,-0.1
d8,-3.2,-0.1,-0.1
d:,-2.9,-0.1,-0.1
d:<,-3.2,-0.1,-0.1
d;,-2.9,-0.1,-0.1
d=,-3.0,-0.1,-0.1
doa,-2.3,-0.1,-0.1
dx,-3.0,-0.1,-0.1
ez,1.5,-0.1,-0.1
fav,2.4,-0.1,-0.1
fcol,-1.8,-0.1,-0.1
ff,1.8,-0.1,-0.1
ffs,-2.8,-0.1,-0.1
fkm,-2.4,-0.1,-0.1
foaf,1.8,-0.1,-0.1
ftw,2.0,-0.1,-0.1
fu,-3.7,-0.1,-0.1
fubar,-3.0,-0.1,-0.1
fwb,2.5,-0.1,-0.1
fyi,0.8,0.4,0.5
fysa,0.4,-0.1,-0.1
g1,1.4,-0.1,-0.1
gg,1.2,-0.1,-0.1
gga,1.7,-0.1,-0.1
gigo,-0.6,-0.1,-0.1
gj,2.0,-0.1,-0.1
gl,1.3,-0.1,-0.1
gla,2.5,-0.1,-0.1
gn,1.2,-0.1,-0.1
gr8,2.7,-0.1,-0.1
grrr,-0.4,0.7,0.3
gt,1.1,-0.1,-0.1
h&k,2.3,-0.1,-0.1
hagd,2.2,-0.1,-0.1
hagn,2.2,-0.1,-0.1
hago,1.2,-0.1,-0.1
hak,1.9,-0.1,-0.1
hand,2.2,0.3,0.4
heart,3.2,0.5,0.7
hearts,3.3,0.5,0.7
hho1/2k,1.4,-0.1,-0.1
hhoj,2.0,-0.1,-0.1
hhok,0.9,-0.1,-0.1
hugz,2.0,-0.1,-0.1
hi5,1.9,-0.1,-0.1
idk,-0.4,0.4,0.2
ijs,0.7,-0.1,-0.1
ilu,3.4,-0.1,-0.1
iluaaf,2.7,-0.1,-0.1
ily,3.4,-0.1,-0.1
ily2,2.6,-0.1,-0.1
iou,0.7,-0.1,-0.1
iyq,2.3,-0.1,-0.1
j/j,2.0,-0.1,-0.1
j/k,1.6,-0.1,-0.1
j/p,1.4,-0.1,-0.1
j/t,-0.2,-0.1,-0.1
j/w,1.0,-0.1,-0.1
j4f,1.4,-0.1,-0.1
j4g,1.7,-0.1,-0.1
jho,0.8,-0.1,-0.1
jhomf,1.0,-0.1,-0.1
jj,1.0,-0.1,-0.1
jk,0.9,-0.1,-0.1
jp,0.8,-0.1,-0.1
jt,0.9,-0.1,-0.1
jw,1.6,-0.1,-0.1
jealz,-1.2,-0.1,-0.1
k4y,2.3,-0.1,-0.1
kfy,2.3,-0.1,-0.1
kia,-3.2,-0.1,-0.1
kk,1.5,-0.1,-0.1
kmuf,2.2,-0.1,-0.1
l,2.0,-0.1,-0.1
l&r,2.2,-0.1,-0.1
laoj,1.3,-0.1,-0.1
lmao,2.0,0.6,0.3
lmbao,1.8,-0.1,-0.1
lmfao,2.5,0.5,0.3
lmso,2.7,-0.1,-0.1
lol,2.9,0.3,0.3
lolz,2.7,-0.1,-0.1
lts,1.6,-0.1,-0.1
ly,2.6,-0.1,-0.1
ly4e,2.7,-0.1,-0.1
lya,3.3,-0.1,-0.1
lyb,3.0,-0.1,-0.1
lyl,3.1,-0.1,-0.1
lylab,2.7,-0.1,-0.1
lylas,2.6,-0.1,-0.1
lylb,1.6,-0.1,-0.1
m8,1.4,-0.1,-0.1
mia,-1.2,-0.1,-0.1
mml,2.0,-0.1,-0.1
mofo,-2.4,-0.1,-0.1
muah,2.8,-0.1,-0.1
mubar,-1.0,-0.1,-0.1
musm,0.9,-0.1,-0.1
mwah,2.5,-0.1,-0.1
n1,1.9,-0.1,-0.1
nbd,1.3,-0.1,-0.1
nbif,-0.5,-0.1,-0.1
nfc,-2.7,-0.1,-0.1
nfw,-2.4,-0.1,-0.1
nh,2.2,-0.1,-0.1
nimby,-0.8,-0.1,-0.1
nimjd,-0.7,-0.1,-0.1
nimq,-0.2,-0.1,-0.1
nimy,-1.4,-0.1,-0.1
nitl,-1.5,-0.1,-0.1
nme,-2.1,-0.1,-0.1
noyb,-0.7,-0.1,-0.1
np,1.4,-0.1,-0.1
ntmu,1.4,-0.1,-0.1
o-8,-0.5,-0.1,-0.1
o-:,-0.3,-0.1,-0.1
o-|,-1.1,-0.1,-0.1
o.o,-0.6,-0.1,-0.1
O.o,-0.6,-0.1,-0.1
o.O,-0.6,-0.1,-0.1
o:,-0.2,-0.1,-0.1
o:),1.5,-0.1,-0.1
o:-),2.0,-0.1,-0.1
o:-3,2.2,-0.1,-0.1
o:3,2.3,-0.1,-0.1
o:<,-0.3,-0.1,-0.1
o;^),1.6,-0.1,-0.1
ok,1.6,-0.1,-0.1
o_o,-0.5,-0.1,-0.1
O_o,-0.5,-0.1,-0.1
o_O,-0.5,-0.1,-0.1
pita,-2.4,0.3,0.2
pls,0.3,-0.1,-0.1
plz,0.3,0.4,0.2
pmbi,0.8,-0.1,-0.1
pmfji,0.3,-0.1,-0.1
pmji,0.7,-0.1,-0.1
po,-2.6,-0.1,-0.1
ptl,2.6,-0.1,-0.1
pu,-1.1,-0.1,-0.1
qq,-2.2,-0.1,-0.1
qt,1.8,-0.1,-0.1
r&r,2.4,-0.1,-0.1
rofl,2.7,-0.1,-0.1
roflmao,2.5,-0.1,-0.1
rotfl,2.6,-0.1,-0.1
rotflmao,2.8,-0.1,-0.1
rotflmfao,2.5,-0.1,-0.1
rotflol,3.0,-0.1,-0.1
rotgl,2.9,-0.1,-0.1
rotglmao,1.8,-0.1,-0.1
s:,-1.1,-0.1,-0.1
sapfu,-1.1,-0.1,-0.1
sete,2.8,-0.1,-0.1
sfete,2.7,-0.1,-0.1
sgtm,2.4,-0.1,-0.1
slap,0.6,0.8,0.5
slaw,2.1,0.3,0.4
smh,-1.3,0.5,0.3
snafu,-2.5,0.5,0.2
sob,-2.8,0.5,0.2
swak,2.3,-0.1,-0.1
tgif,2.3,0.4,0.4
thks,1.4,-0.1,-0.1
thx,1.5,0.4,0.4
tia,2.3,-0.1,-0.1
tmi,-0.3,-0.1,-0.1
tnx,1.1,-0.1,-0.1
true,1.8,0.4,0.8
tx,1.5,-0.1,-0.1
txs,1.1,-0.1,-0.1
ty,1.6,-0.1,-0.1
tyvm,2.5,-0.1,-0.1
urw,1.9,-0.1,-0.1
vbg,2.1,-0.1,-0.1
vbs,3.1,-0.1,-0.1
vip,2.3,0.4,0.6
vwd,2.6,-0.1,-0.1
vwp,2.1,-0.1,-0.1
wag,-0.2,0.5,0.5
wd,2.7,-0.1,-0.1
wilco,0.9,-0.1,-0.1
wp,1.0,-0.1,-0.1
wtf,-2.8,0.5,0.2
wtg,2.1,-0.1,-0.1
wth,-2.4,-0.1,-0.1
x-d,2.7,-0.1,-0.1
x-p,1.8,-0.1,-0.1
xd,2.7,-0.1,-0.1
xlnt,3.0,-0.1,-0.1
xoxo,3.0,0.5,0.4
xoxozzz,2.3,-0.1,-0.1
xp,1.2,-0.1,-0.1
xqzt,1.6,-0.1,-0.1
xtc,0.8,-0.1,-0.1
yolo,1.1,-0.1,-0.1
yoyo,0.4,-0.1,-0.1
yvw,1.6,-0.1,-0.1
yw,1.8,-0.1,-0.1
ywia,2.5,-0.1,-0.1
zzz,-1.2,-0.1,-0.1
[-;,0.5,-0.1,-0.1
[:,1.3,-0.1,-0.1
[;,1.0,-0.1,-0.1
[=,1.7,-0.1,-0.1
\-:,-1.0,-0.1,-0.1
\:,-1.0,-0.1,-0.1
\:<,-1.7,-0.1,-0.1
\=,-1.1,-0.1,-0.1
\^:,-1.3,-0.1,-0.1
\o/,2.2,-0.1,-0.1
\o:,-1.2,-0.1,-0.1
]-:,-2.1,-0.1,-0.1
]:,-1.6,-0.1,-0.1
]:<,-2.5,-0.1,-0.1
^<_<,1.4,-0.1,-0.1
^urs,-2.8,-0.1,-0.1
abandon,-1.9,0.5,0.2
abandoned,-2.0,0.5,0.2
abandoner,-1.9,0.8,0.2
abandoners,-1.9,-0.1,-0.1
abandoning,-1.6,-0.1,-0.1
abandonment,-2.4,0.4,0.2
abandonments,-1.7,-0.1,-0.1
abandons,-1.3,-0.1,-0.1
abducted,-2.3,0.8,0.2
abduction,-2.8,0.9,0.3
abductions,-2.0,-0.1,-0.1
abhor,-2.0,0.6,0.3
abhorred,-2.4,-0.1,-0.1
abhorrent,-3.1,0.7,0.4
abhors,-2.9,-0.1,-0.1
abilities,1.0,0.5,0.8
ability,1.3,0.5,0.8
aboard,0.1,0.3,0.5
absentee,-1.1,0.3,0.3
absentees,-0.8,-0.1,-0.1
absolve,1.2,0.4,0.6
absolved,1.5,-0.1,-0.1
absolves,1.3,-0.1,-0.1
absolving,1.6,-0.1,-0.1
abuse,-3.2,0.8,0.4
abused,-2.3,0.8,0.2
abuser,-2.6,0.7,0.3
abusers,-2.6,-0.1,-0.1
abuses,-2.6,-0.1,-0.1
abusing,-2.0,-0.1,-0.1
abusive,-3.2,0.9,0.5
abusively,-2.8,1.0,0.7
abusiveness,-2.5,0.9,0.9
abusivenesses,-3.0,-0.1,-0.1
accept,1.6,0.3,0.5
acceptabilities,1.6,-0.1,-0.1
acceptability,1.1,0.2,0.7
acceptable,1.3,0.3,0.6
acceptableness,1.3,0.2,0.6
acceptably,1.5,0.2,0.6
acceptance,2.0,0.3,0.7
acceptances,1.7,0.4,0.6
acceptant,1.6,0.2,0.2
acceptation,1.3,-0.1,-0.1
acceptations,0.9,-0.1,-0.1
accepted,1.1,-0.1,-0.1
accepting,1.6,-0.1,-0.1
accepts,1.3,-0.1,-0.1
accident,-2.1,0.9,0.3
accidental,-0.3,0.8,0.3
accidentally,-1.4,0.7,0.3
accidents,-1.3,-0.1,-0.1
accomplish,1.8,0.6,0.8
accomplished,1.9,0.5,0.8
accomplishes,1.7,-0.1,-0.1
accusation,-1.0,0.7,0.5
accusations,-1.3,-0.1,-0.1
accuse,-0.8,0.7,0.5
accused,-1.2,0.6,0.4
accuses,-1.4,-0.1,-0.1
accusing,-0.7,0.7,0.3
ache,-1.6,0.7,0.3
ached,-1.6,-0.1,-0.1
aches,-1.0,-0.1,-0.1
achievable,1.3,0.4,0.8
aching,-2.2,0.9,0.3
acquit,0.8,0.5,0.6
acquits,0.1,-0.1,-0.1
acquitted,1.0,0.2,0.7
acquitting,1.3,-0.1,-0.1
acrimonious,-1.7,0.8,0.8
active,1.7,0.7,0.7
actively,1.3,1.0,0.8
activeness,0.6,1.0,0.8
activenesses,0.8,-0.1,-0.1
actives,1.1,-0.1,-0.1
adequate,0.9,0.2,0.7
admirability,2.4,-0.1,-0.1
admirable,2.6,0.6,0.8
admirableness,2.2,-0.1,-0.1
admirably,2.5,0.3,0.7
admiral,1.3,0.5,0.8
admirals,1.5,-0.1,-0.1
admiralties,1.6,-0.1,-0.1
admiralty,1.2,0.5,0.7
admiration,2.5,0.6,0.7
admirations,1.6,-0.1,-0.1
admire,2.1,0.7,0.7
admired,2.3,0.5,0.8
admirer,1.8,0.7,0.6
admirers,1.7,-0.1,-0.1
admires,1.5,-0.1,-0.1
admiring,1.6,0.6,0.6
admiringly,2.3,-0.1,-0.1
admit,0.8,0.4,0.6
admits,1.2,-0.1,-0.1
admitted,0.4,0.5,0.7
admonished,-1.9,-0.1,-0.1
adopt,0.7,0.6,0.7
adopts,0.7,-0.1,-0.1
adorability,2.2,0.3,0.3
adorable,2.2,0.5,0.4
adorableness,2.5,0.3,0.2
adorably,2.1,0.2,0.3
adoration,2.9,0.7,0.7
adorations,2.2,-0.1,-0.1
adore,2.6,0.4,0.6
adored,1.8,0.2,0.4
adorer,1.7,0.8,0.6
adorers,2.1,-0.1,-0.1
adores,1.6,-0.1,-0.1
adoring,2.6,0.6,0.7
adoringly,2.4,-0.1,-0.1
adorn,0.9,0.4,0.5
adorned,0.8,-0.1,-0.1
adorner,1.3,0.2,0.6
adorners,0.9,-0.1,-0.1
adorning,1.0,-0.1,-0.1
adornment,1.3,0.3,0.4
adornments,0.8,-0.1,-0.1
adorns,0.5,-0.1,-0.1
advanced,1.0,0.6,0.8
advantage,1.0,0.5,0.8
advantaged,1.4,-0.1,-0.1
advantageous,1.5,0.6,0.8
advantageously,1.9,0.5,1.0
advantageousness,1.6,0.2,0.9
advantages,1.5,-0.1,-0.1
advantaging,1.6,-0.1,-0.1
adventure,1.3,0.8,0.7
adventured,1.3,-0.1,-0.1
adventurer,1.2,0.8,0.8
adventurers,0.9,-0.1,-0.1
adventures,1.4,0.7,0.7
adventuresome,1.7,1.0,0.8
adventuresomeness,1.3,-0.1,-0.1
adventuress,0.8,-0.1,-0.1
adventuresses,1.4,-0.1,-0.1
adventuring,2.3,-0.1,-0.1
adventurism,1.5,1.0,0.8
adventurist,1.4,0.8,0.8
adventuristic,1.7,-0.1,-0.1
adventurists,1.2,-0.1,-0.1
adventurous,1.4,0.9,0.7
adventurously,1.3,0.9,0.8
adventurousness,1.8,0.9,0.8
adversarial,-1.5,0.9,0.9
adversaries,-1.0,-0.1,-0.1
adversary,-0.8,0.8,0.4
adversative,-1.2,-0.1,-0.1
adversatively,-0.1,-0.1,-0.1
adversatives,-1.0,-0.1,-0.1
adverse,-1.5,0.6,0.4
adversely,-0.8,0.8,0.2
adverseness,-0.6,0.8,0.3
adversities,-1.5,-0.1,-0.1
adversity,-1.8,0.7,0.5
affected,-0.6,-0.1,-0.1
affection,2.4,0.5,0.7
affectional,1.9,-0.1,-0.1
affectionally,1.5,-0.1,-0.1
affectionate,1.9,0.4,0.5
affectionately,2.2,0.2,0.2
affectioned,1.8,-0.1,-0.1
affectionless,-2.0,-0.1,-0.1
affections,1.5,0.5,0.6
afflicted,-1.5,0.5,0.2
affronted,0.2,0.7,0.5
aggravate,-2.5,0.7,0.4
aggravated,-1.9,0.7,0.4
aggravates,-1.9,0.7,0.3
aggravating,-1.2,0.7,0.6
aggress,-1.3,-0.1,-0.1
aggressed,-1.4,-0.1,-0.1
aggresses,-0.5,-0.1,-0.1
aggressing,-0.6,-0.1,-0.1
aggression,-1.2,0.9,0.5
aggressions,-1.3,-0.1,-0.1
aggressive,-0.6,0.9,0.6
aggressively,-1.3,0.9,0.7
aggressiveness,-1.8,0.9,0.6
aggressivities,-1.4,-0.1,-0.1
aggressivity,-0.6,-0.1,-0.1
aggressor,-0.8,0.9,0.8
aggressors,-0.9,-0.1,-0.1
aghast,-1.9,0.8,0.4
agitate,-1.7,0.8,0.6
agitated,-2.0,0.9,0.5
agitatedly,-1.6,1.0,0.2
agitates,-1.4,-0.1,-0.1
agitating,-1.8,-0.1,-0.1
agitation,-1.0,0.9,0.4
agitational,-1.2,-0.1,-0.1
agitations,-1.3,-0.1,-0.1
agitative,-1.3,-0.1,-0.1
agitato,-0.1,-0.1,-0.1
agitator,-1.4,1.0,0.8
agitators,-2.1,-0.1,-0.1
agog,1.9,1.0,0.7
agonise,-2.1,-0.1,-0.1
agonised,-2.3,-0.1,-0.1
agonises,-2.4,-0.1,-0.1
agonising,-1.5,-0.1,-0.1
agonize,-2.3,1.0,0.2
agonized,-2.2,-0.1,-0.1
agonizes,-2.3,-0.1,-0.1
agonizing,-2.7,0.8,0.3
agonizingly,-2.3,-0.1,-0.1
agony,-1.8,0.8,0.4
agree,1.5,0.2,0.5
agreeability,1.9,0.2,0.3
agreeable,1.8,0.5,0.7
agreeableness,1.8,0.3,0.3
agreeablenesses,1.3,-0.1,-0.1
agreeably,1.6,0.2,0.7
agreed,1.1,0.4,0.5
agreeing,1.4,0.5,0.5
agreement,2.2,0.4,0.7
agreements,1.1,-0.1,-0.1
agrees,0.8,-0.1,-0.1
alarm,-1.4,0.9,0.7
alarmed,-1.4,0.8,0.5
alarming,-0.5,0.9,0.6
alarmingly,-2.6,-0.1,-0.1
alarmism,-0.3,1.0,0.6
alarmists,-1.1,-0.1,-0.1
alarms,-1.1,-0.1,-0.1
alas,-1.1,0.3,0.3
alert,1.2,0.8,0.6
alienation,-1.1,0.5,0.3
alive,1.6,0.6,0.7
allergic,-1.2,0.5,0.2
allow,0.9,0.4,0.5
alone,-1.0,0.2,0.2
alright,1.0,0.4,0.5
amaze,2.5,0.8,0.8
amazed,2.2,0.8,0.5
amazedly,2.1,0.8,0.4
amazement,2.5,0.8,0.6
amazements,2.2,-0.1,-0.1
amazes,2.2,-0.1,-0.1
amazing,2.8,0.8,0.8
amazon,0.7,0.7,1.0
amazonite,0.2,-0.1,-0.1
amazons,-0.1,-0.1,-0.1
amazonstone,1.0,-0.1,-0.1
amazonstones,0.2,-0.1,-0.1
ambitious,2.1,0.8,0.7
ambivalent,0.5,0.4,0.5
amor,3.0,-0.1,-0.1
amoral,-1.6,0.5,0.4
amoralism,-0.7,-0.1,-0.1
amoralisms,-0.7,-0.1,-0.1
amoralities,-1.2,-0.1,-0.1
amorality,-1.5,0.3,0.3
amorally,-1.0,-0.1,-0.1
amoretti,0.2,-0.1,-0.1
amoretto,0.6,-0.1,-0.1
amorettos,0.3,-0.1,-0.1
amorino,1.2,-0.1,-0.1
amorist,1.6,-0.1,-0.1
amoristic,1.0,-0.1,-0.1
amorists,0.1,-0.1,-0.1
amoroso,2.3,-0.1,-0.1
amorous,1.8,0.6,0.6
amorously,2.3,0.9,0.7
amorousness,2.0,0.8,0.7
amorphous,-0.2,0.4,0.3
amorphously,0.1,0.2,0.2
amorphousness,0.3,0.0,0.2
amort,-2.1,-0.1,-0.1
amortise,0.5,-0.1,-0.1
amortised,-0.2,-0.1,-0.1
amortises,0.1,-0.1,-0.1
amortizable,0.5,-0.1,-0.1
amortization,0.6,0.5,0.5
amortizations,0.2,-0.1,-0.1
amortize,-0.1,-0.1,-0.1
amortized,0.8,-0.1,-0.1
amortizes,0.6,-0.1,-0.1
amortizing,0.8,-0.1,-0.1
amusable,0.7,0.6,0.3
amuse,1.7,0.7,0.6
amused,1.8,0.8,0.6
amusedly,2.2,0.8,0.5
amusement,1.5,0.8,0.8
amusements,1.5,-0.1,-0.1
amuser,1.1,0.8,0.7
amusers,1.3,-0.1,-0.1
amuses,1.7,-0.1,-0.1
amusia,0.3,-0.1,-0.1
amusias,-0.4,-0.1,-0.1
amusing,1.6,0.8,0.6
amusingly,0.8,-0.1,-0.1
amusingness,1.8,-0.1,-0.1
amusive,1.7,-0.1,-0.1
anger,-2.7,0.8,0.6
angered,-2.3,0.7,0.5
angering,-2.2,-0.1,-0.1
angerly,-1.9,-0.1,-0.1
angers,-2.3,-0.1,-0.1
angrier,-2.3,-0.1,-0.1
angriest,-3.1,0.9,0.4
angrily,-1.8,1.0,0.2
angriness,-1.7,1.0,0.5
angry,-2.3,0.8,0.6
anguish,-2.9,0.8,0.2
anguished,-1.8,0.7,0.3
anguishes,-2.1,-0.1,-0.1
anguishing,-2.7,-0.1,-0.1
animosity,-1.9,0.7,0.5
annoy,-1.9,0.7,0.3
annoyance,-1.3,0.7,0.3
annoyances,-1.8,-0.1,-0.1
annoyed,-1.6,0.8,0.3
annoyer,-2.2,0.8,0.2
annoyers,-1.5,-0.1,-0.1
annoying,-1.7,0.8,0.3
annoys,-1.8,0.8,0.4
antagonism,-1.9,0.6,0.5
antagonisms,-1.2,-0.1,-0.1
antagonist,-1.9,0.6,0.7
antagonistic,-1.7,0.6,0.5
antagonistically,-2.2,0.8,0.9
antagonists,-1.7,-0.1,-0.1
antagonize,-2.0,0.6,0.6
antagonized,-1.4,-0.1,-0.1
antagonizes,-0.5,-0.1,-0.1
antagonizing,-2.7,-0.1,-0.1
anti,-1.3,0.4,0.4
anticipation,0.4,0.5,0.7
anxieties,-0.6,-0.1,-0.1
anxiety,-0.7,0.8,0.3
anxious,-1.0,0.9,0.4
anxiously,-0.9,0.8,0.2
anxiousness,-1.0,0.8,0.3
aok,2.0,-0.1,-0.1
apathetic,-1.2,0.3,0.3
apathetically,-0.4,0.0,0.1
